component_type,criticality,status,action,strategy_type,upstream_callers_count,downstream_deps_count,total_affected_count,critical_callers_count,max_dependency_depth,is_spof,cross_env_links,cpu_percent,has_cpu_telemetry,storage_gb,has_storage_telemetry,cost_per_month,risk_score,simulated_downtime_minutes,has_downtime_metric,simulated_cost_delta,has_cost_metric,strategy_complexity,provides_redundancy,requires_data_sync,zero_downtime_capable,suitability_score,is_suitable_label
storage,high,active,migrate,dependency_circuit_breaker,5,6,11,4,3,1,2,32.7,1,779.5,1,988.2,92,69.0,1,197.64,1,3,0,0,0,0.9332,1
storage,medium,degraded,restart,direct_lift_shift,7,3,10,4,2,1,0,87.9,1,203.4,1,2418.29,82,35.2,1,0.0,1,1,0,0,0,0.1544,0
storage,medium,degraded,restart,phased_blue_green,7,3,10,4,2,1,0,87.9,1,203.4,1,2418.29,82,35.2,1,0.0,1,2,1,1,1,0.6092,0
storage,medium,degraded,restart,multi_az_modernize,7,3,10,4,2,1,0,87.9,1,203.4,1,2418.29,82,35.2,1,0.0,1,3,1,0,1,0.9392,1
storage,medium,degraded,restart,read_replica_offload,7,3,10,4,2,1,0,87.9,1,203.4,1,2418.29,82,35.2,1,0.0,1,3,0,1,0,0.09,0
storage,medium,degraded,restart,auto_scaling_group,7,3,10,4,2,1,0,87.9,1,203.4,1,2418.29,82,35.2,1,0.0,1,2,1,0,1,0.1583,0
storage,medium,degraded,restart,dependency_circuit_breaker,7,3,10,4,2,1,0,87.9,1,203.4,1,2418.29,82,35.2,1,0.0,1,3,0,0,0,0.8461,1
lambda,medium,warning,fail,direct_lift_shift,4,3,7,3,4,1,0,78.6,1,-1.0,0,1088.65,92,35.0,1,0.0,1,1,0,0,0,0.3239,0
lambda,medium,warning,fail,phased_blue_green,4,3,7,3,4,1,0,78.6,1,-1.0,0,1088.65,92,35.0,1,0.0,1,2,1,1,1,0.4976,0
lambda,medium,warning,fail,multi_az_modernize,4,3,7,3,4,1,0,78.6,1,-1.0,0,1088.65,92,35.0,1,0.0,1,3,1,0,1,0.792,1
lambda,medium,warning,fail,read_replica_offload,4,3,7,3,4,1,0,78.6,1,-1.0,0,1088.65,92,35.0,1,0.0,1,3,0,1,0,0.0838,0
lambda,medium,warning,fail,auto_scaling_group,4,3,7,3,4,1,0,78.6,1,-1.0,0,1088.65,92,35.0,1,0.0,1,2,1,0,1,0.5412,0
lambda,medium,warning,fail,dependency_circuit_breaker,4,3,7,3,4,1,0,78.6,1,-1.0,0,1088.65,92,35.0,1,0.0,1,3,0,0,0,0.9793,1
application,high,active,scale,direct_lift_shift,5,2,7,2,0,1,0,58.7,1,-1.0,0,2314.73,75,-1.0,0,1157.37,1,1,0,0,0,0.2882,0
application,high,active,scale,phased_blue_green,5,2,7,2,0,1,0,58.7,1,-1.0,0,2314.73,75,-1.0,0,1157.37,1,2,1,1,1,0.7369,1
application,high,active,scale,multi_az_modernize,5,2,7,2,0,1,0,58.7,1,-1.0,0,2314.73,75,-1.0,0,1157.37,1,3,1,0,1,0.8631,1
application,high,active,scale,read_replica_offload,5,2,7,2,0,1,0,58.7,1,-1.0,0,2314.73,75,-1.0,0,1157.37,1,3,0,1,0,0.0672,0
application,high,active,scale,auto_scaling_group,5,2,7,2,0,1,0,58.7,1,-1.0,0,2314.73,75,-1.0,0,1157.37,1,2,1,0,1,0.9024,1
application,high,active,scale,dependency_circuit_breaker,5,2,7,2,0,1,0,58.7,1,-1.0,0,2314.73,75,-1.0,0,1157.37,1,3,0,0,0,0.9177,1
container,medium,warning,migrate,direct_lift_shift,5,1,6,3,4,0,2,43.8,1,-1.0,0,2113.71,67,35.0,1,422.74,1,1,0,0,0,0.257,0
container,medium,warning,migrate,phased_blue_green,5,1,6,3,4,0,2,43.8,1,-1.0,0,2113.71,67,35.0,1,422.74,1,2,1,1,1,0.6439,0
container,medium,warning,migrate,multi_az_modernize,5,1,6,3,4,0,2,43.8,1,-1.0,0,2113.71,67,35.0,1,422.74,1,3,1,0,1,0.5324,0
container,medium,warning,migrate,read_replica_offload,5,1,6,3,4,0,2,43.8,1,-1.0,0,2113.71,67,35.0,1,422.74,1,3,0,1,0,0.1493,0
container,medium,warning,migrate,auto_scaling_group,5,1,6,3,4,0,2,43.8,1,-1.0,0,2113.71,67,35.0,1,422.74,1,2,1,0,1,0.439,0
container,medium,warning,migrate,dependency_circuit_breaker,5,1,6,3,4,0,2,43.8,1,-1.0,0,2113.71,67,35.0,1,422.74,1,3,0,0,0,0.8761,1
database,critical,active,migrate,direct_lift_shift,7,6,13,2,1,0,0,42.7,1,289.5,1,2494.29,80,49.5,1,498.86,1,1,0,0,0,0.1828,0
database,critical,active,migrate,phased_blue_green,7,6,13,2,1,0,0,42.7,1,289.5,1,2494.29,80,49.5,1,498.86,1,2,1,1,1,0.98,1
database,critical,active,migrate,multi_az_modernize,7,6,13,2,1,0,0,42.7,1,289.5,1,2494.29,80,49.5,1,498.86,1,3,1,0,1,0.98,1
database,critical,active,migrate,read_replica_offload,7,6,13,2,1,0,0,42.7,1,289.5,1,2494.29,80,49.5,1,498.86,1,3,0,1,0,0.98,1
database,critical,active,migrate,auto_scaling_group,7,6,13,2,1,0,0,42.7,1,289.5,1,2494.29,80,49.5,1,498.86,1,2,1,0,1,0.0984,0
database,critical,active,migrate,dependency_circuit_breaker,7,6,13,2,1,0,0,42.7,1,289.5,1,2494.29,80,49.5,1,498.86,1,3,0,0,0,0.8879,1
application,high,active,scale,direct_lift_shift,6,6,12,0,2,1,0,28.1,1,-1.0,0,2027.79,75,-1.0,0,1013.89,1,1,0,0,0,0.2631,0
application,high,active,scale,phased_blue_green,6,6,12,0,2,1,0,28.1,1,-1.0,0,2027.79,75,-1.0,0,1013.89,1,2,1,1,1,0.627,0
application,high,active,scale,multi_az_modernize,6,6,12,0,2,1,0,28.1,1,-1.0,0,2027.79,75,-1.0,0,1013.89,1,3,1,0,1,0.9313,1
application,high,active,scale,read_replica_offload,6,6,12,0,2,1,0,28.1,1,-1.0,0,2027.79,75,-1.0,0,1013.89,1,3,0,1,0,0.0772,0
application,high,active,scale,auto_scaling_group,6,6,12,0,2,1,0,28.1,1,-1.0,0,2027.79,75,-1.0,0,1013.89,1,2,1,0,1,0.98,1
application,high,active,scale,dependency_circuit_breaker,6,6,12,0,2,1,0,28.1,1,-1.0,0,2027.79,75,-1.0,0,1013.89,1,3,0,0,0,0.495,0
lambda,low,active,fail,direct_lift_shift,3,0,3,0,0,0,0,68.3,1,-1.0,0,322.52,70,14.9,1,0.0,1,1,0,0,0,0.2769,0
lambda,low,active,fail,phased_blue_green,3,0,3,0,0,0,0,68.3,1,-1.0,0,322.52,70,14.9,1,0.0,1,2,1,1,1,0.4798,0
lambda,low,active,fail,multi_az_modernize,3,0,3,0,0,0,0,68.3,1,-1.0,0,322.52,70,14.9,1,0.0,1,3,1,0,1,0.3749,0
lambda,low,active,fail,read_replica_offload,3,0,3,0,0,0,0,68.3,1,-1.0,0,322.52,70,14.9,1,0.0,1,3,0,1,0,0.05,0
lambda,low,active,fail,auto_scaling_group,3,0,3,0,0,0,0,68.3,1,-1.0,0,322.52,70,14.9,1,0.0,1,2,1,0,1,0.5144,0
lambda,low,active,fail,dependency_circuit_breaker,3,0,3,0,0,0,0,68.3,1,-1.0,0,322.52,70,14.9,1,0.0,1,3,0,0,0,0.5029,0
container,medium,active,scale,direct_lift_shift,1,0,1,1,4,0,0,87.9,1,-1.0,0,1401.31,58,-1.0,0,700.65,1,1,0,0,0,0.8722,1
container,medium,active,scale,phased_blue_green,1,0,1,1,4,0,0,87.9,1,-1.0,0,1401.31,58,-1.0,0,700.65,1,2,1,1,1,0.4909,0
container,medium,active,scale,multi_az_modernize,1,0,1,1,4,0,0,87.9,1,-1.0,0,1401.31,58,-1.0,0,700.65,1,3,1,0,1,0.4828,0
container,medium,active,scale,read_replica_offload,1,0,1,1,4,0,0,87.9,1,-1.0,0,1401.31,58,-1.0,0,700.65,1,3,0,1,0,0.1803,0
container,medium,active,scale,auto_scaling_group,1,0,1,1,4,0,0,87.9,1,-1.0,0,1401.31,58,-1.0,0,700.65,1,2,1,0,1,0.8911,1
container,medium,active,scale,dependency_circuit_breaker,1,0,1,1,4,0,0,87.9,1,-1.0,0,1401.31,58,-1.0,0,700.65,1,3,0,0,0,0.5294,0
application,high,active,restart,direct_lift_shift,4,5,9,1,3,1,0,49.2,1,-1.0,0,682.31,72,-1.0,0,0.0,1,1,0,0,0,0.227,0
application,high,active,restart,phased_blue_green,4,5,9,1,3,1,0,49.2,1,-1.0,0,682.31,72,-1.0,0,0.0,1,2,1,1,1,0.6366,0
application,high,active,restart,multi_az_modernize,4,5,9,1,3,1,0,49.2,1,-1.0,0,682.31,72,-1.0,0,0.0,1,3,1,0,1,0.8873,1
application,high,active,restart,read_replica_offload,4,5,9,1,3,1,0,49.2,1,-1.0,0,682.31,72,-1.0,0,0.0,1,3,0,1,0,0.0679,0
application,high,active,restart,auto_scaling_group,4,5,9,1,3,1,0,49.2,1,-1.0,0,682.31,72,-1.0,0,0.0,1,2,1,0,1,0.5228,0
application,high,active,restart,dependency_circuit_breaker,4,5,9,1,3,1,0,49.2,1,-1.0,0,682.31,72,-1.0,0,0.0,1,3,0,0,0,0.9556,1
storage,low,active,migrate,direct_lift_shift,7,1,8,1,0,1,3,84.4,1,226.5,1,1122.88,100,26.3,1,224.58,1,1,0,0,0,0.1688,0
storage,low,active,migrate,phased_blue_green,7,1,8,1,0,1,3,84.4,1,226.5,1,1122.88,100,26.3,1,224.58,1,2,1,1,1,0.6541,0
storage,low,active,migrate,multi_az_modernize,7,1,8,1,0,1,3,84.4,1,226.5,1,1122.88,100,26.3,1,224.58,1,3,1,0,1,0.8605,1
storage,low,active,migrate,read_replica_offload,7,1,8,1,0,1,3,84.4,1,226.5,1,1122.88,100,26.3,1,224.58,1,3,0,1,0,0.1207,0
storage,low,active,migrate,auto_scaling_group,7,1,8,1,0,1,3,84.4,1,226.5,1,1122.88,100,26.3,1,224.58,1,2,1,0,1,0.2363,0
storage,low,active,migrate,dependency_circuit_breaker,7,1,8,1,0,1,3,84.4,1,226.5,1,1122.88,100,26.3,1,224.58,1,3,0,0,0,0.8848,1
lambda,high,warning,fail,direct_lift_shift,6,5,11,2,3,0,0,19.5,1,-1.0,0,2279.35,87,29.9,1,0.0,1,1,0,0,0,0.235,0
lambda,high,warning,fail,phased_blue_green,6,5,11,2,3,0,0,19.5,1,-1.0,0,2279.35,87,29.9,1,0.0,1,2,1,1,1,0.4276,0
lambda,high,warning,fail,multi_az_modernize,6,5,11,2,3,0,0,19.5,1,-1.0,0,2279.35,87,29.9,1,0.0,1,3,1,0,1,0.7804,1
lambda,high,warning,fail,read_replica_offload,6,5,11,2,3,0,0,19.5,1,-1.0,0,2279.35,87,29.9,1,0.0,1,3,0,1,0,0.05,0
lambda,high,warning,fail,auto_scaling_group,6,5,11,2,3,0,0,19.5,1,-1.0,0,2279.35,87,29.9,1,0.0,1,2,1,0,1,0.5162,0
lambda,high,warning,fail,dependency_circuit_breaker,6,5,11,2,3,0,0,19.5,1,-1.0,0,2279.35,87,29.9,1,0.0,1,3,0,0,0,0.8662,1
storage,critical,warning,restart,direct_lift_shift,2,6,8,2,4,0,0,41.2,1,660.0,1,133.16,70,68.0,1,0.0,1,1,0,0,0,0.5356,0
storage,critical,warning,restart,phased_blue_green,2,6,8,2,4,0,0,41.2,1,660.0,1,133.16,70,68.0,1,0.0,1,2,1,1,1,0.6801,0
storage,critical,warning,restart,multi_az_modernize,2,6,8,2,4,0,0,41.2,1,660.0,1,133.16,70,68.0,1,0.0,1,3,1,0,1,0.8567,1
storage,critical,warning,restart,read_replica_offload,2,6,8,2,4,0,0,41.2,1,660.0,1,133.16,70,68.0,1,0.0,1,3,0,1,0,0.0865,0
storage,critical,warning,restart,auto_scaling_group,2,6,8,2,4,0,0,41.2,1,660.0,1,133.16,70,68.0,1,0.0,1,2,1,0,1,0.2087,0
storage,critical,warning,restart,dependency_circuit_breaker,2,6,8,2,4,0,0,41.2,1,660.0,1,133.16,70,68.0,1,0.0,1,3,0,0,0,0.4436,0
server,high,degraded,scale,direct_lift_shift,2,0,2,2,1,0,0,66.3,1,124.3,1,85.64,80,26.2,1,42.82,1,1,0,0,0,0.5387,0
server,high,degraded,scale,phased_blue_green,2,0,2,2,1,0,0,66.3,1,124.3,1,85.64,80,26.2,1,42.82,1,2,1,1,1,0.6608,0
server,high,degraded,scale,multi_az_modernize,2,0,2,2,1,0,0,66.3,1,124.3,1,85.64,80,26.2,1,42.82,1,3,1,0,1,0.98,1
server,high,degraded,scale,read_replica_offload,2,0,2,2,1,0,0,66.3,1,124.3,1,85.64,80,26.2,1,42.82,1,3,0,1,0,0.05,0
server,high,degraded,scale,auto_scaling_group,2,0,2,2,1,0,0,66.3,1,124.3,1,85.64,80,26.2,1,42.82,1,2,1,0,1,0.9663,1
server,high,degraded,scale,dependency_circuit_breaker,2,0,2,2,1,0,0,66.3,1,124.3,1,85.64,80,26.2,1,42.82,1,3,0,0,0,0.5232,0
application,high,warning,migrate,direct_lift_shift,3,6,9,3,4,1,0,24.0,1,-1.0,0,107.0,82,35.0,1,21.4,1,1,0,0,0,0.1676,0
application,high,warning,migrate,phased_blue_green,3,6,9,3,4,1,0,24.0,1,-1.0,0,107.0,82,35.0,1,21.4,1,2,1,1,1,0.98,1
application,high,warning,migrate,multi_az_modernize,3,6,9,3,4,1,0,24.0,1,-1.0,0,107.0,82,35.0,1,21.4,1,3,1,0,1,0.9351,1
application,high,warning,migrate,read_replica_offload,3,6,9,3,4,1,0,24.0,1,-1.0,0,107.0,82,35.0,1,21.4,1,3,0,1,0,0.0875,0
application,high,warning,migrate,auto_scaling_group,3,6,9,3,4,1,0,24.0,1,-1.0,0,107.0,82,35.0,1,21.4,1,2,1,0,1,0.5501,0
application,high,warning,migrate,dependency_circuit_breaker,3,6,9,3,4,1,0,24.0,1,-1.0,0,107.0,82,35.0,1,21.4,1,3,0,0,0,0.9455,1
server,high,degraded,restart,direct_lift_shift,5,5,10,1,4,1,0,71.3,1,190.6,1,1821.11,92,44.5,1,0.0,1,1,0,0,0,0.2541,0
server,high,degraded,restart,phased_blue_green,5,5,10,1,4,1,0,71.3,1,190.6,1,1821.11,92,44.5,1,0.0,1,2,1,1,1,0.6319,0
server,high,degraded,restart,multi_az_modernize,5,5,10,1,4,1,0,71.3,1,190.6,1,1821.11,92,44.5,1,0.0,1,3,1,0,1,0.98,1
server,high,degraded,restart,read_replica_offload,5,5,10,1,4,1,0,71.3,1,190.6,1,1821.11,92,44.5,1,0.0,1,3,0,1,0,0.0985,0
server,high,degraded,restart,auto_scaling_group,5,5,10,1,4,1,0,71.3,1,190.6,1,1821.11,92,44.5,1,0.0,1,2,1,0,1,0.5228,0
server,high,degraded,restart,dependency_circuit_breaker,5,5,10,1,4,1,0,71.3,1,190.6,1,1821.11,92,44.5,1,0.0,1,3,0,0,0,0.887,1
lambda,high,degraded,scale,direct_lift_shift,5,4,9,2,1,1,0,-1.0,0,-1.0,0,393.93,95,-1.0,0,196.97,1,1,0,0,0,0.1621,0
lambda,high,degraded,scale,phased_blue_green,5,4,9,2,1,1,0,-1.0,0,-1.0,0,393.93,95,-1.0,0,196.97,1,2,1,1,1,0.5007,0
lambda,high,degraded,scale,multi_az_modernize,5,4,9,2,1,1,0,-1.0,0,-1.0,0,393.93,95,-1.0,0,196.97,1,3,1,0,1,0.8076,1
lambda,high,degraded,scale,read_replica_offload,5,4,9,2,1,1,0,-1.0,0,-1.0,0,393.93,95,-1.0,0,196.97,1,3,0,1,0,0.0848,0
lambda,high,degraded,scale,auto_scaling_group,5,4,9,2,1,1,0,-1.0,0,-1.0,0,393.93,95,-1.0,0,196.97,1,2,1,0,1,0.5343,0
lambda,high,degraded,scale,dependency_circuit_breaker,5,4,9,2,1,1,0,-1.0,0,-1.0,0,393.93,95,-1.0,0,196.97,1,3,0,0,0,0.961,1
storage,low,active,scale,direct_lift_shift,8,4,12,4,1,0,0,50.3,1,894.9,1,2082.36,43,64.7,1,1041.18,1,1,0,0,0,0.1379,0
storage,low,active,scale,phased_blue_green,8,4,12,4,1,0,0,50.3,1,894.9,1,2082.36,43,64.7,1,1041.18,1,2,1,1,1,0.6674,0
storage,low,active,scale,multi_az_modernize,8,4,12,4,1,0,0,50.3,1,894.9,1,2082.36,43,64.7,1,1041.18,1,3,1,0,1,0.4429,0
storage,low,active,scale,read_replica_offload,8,4,12,4,1,0,0,50.3,1,894.9,1,2082.36,43,64.7,1,1041.18,1,3,0,1,0,0.12,0
storage,low,active,scale,auto_scaling_group,8,4,12,4,1,0,0,50.3,1,894.9,1,2082.36,43,64.7,1,1041.18,1,2,1,0,1,0.1551,0
storage,low,active,scale,dependency_circuit_breaker,8,4,12,4,1,0,0,50.3,1,894.9,1,2082.36,43,64.7,1,1041.18,1,3,0,0,0,0.9254,1
application,high,active,scale,direct_lift_shift,6,3,9,0,4,0,0,-1.0,0,-1.0,0,1004.8,60,-1.0,0,502.4,1,1,0,0,0,0.23,0
application,high,active,scale,phased_blue_green,6,3,9,0,4,0,0,-1.0,0,-1.0,0,1004.8,60,-1.0,0,502.4,1,2,1,1,1,0.5751,0
application,high,active,scale,multi_az_modernize,6,3,9,0,4,0,0,-1.0,0,-1.0,0,1004.8,60,-1.0,0,502.4,1,3,1,0,1,0.882,1
application,high,active,scale,read_replica_offload,6,3,9,0,4,0,0,-1.0,0,-1.0,0,1004.8,60,-1.0,0,502.4,1,3,0,1,0,0.1163,0
application,high,active,scale,auto_scaling_group,6,3,9,0,4,0,0,-1.0,0,-1.0,0,1004.8,60,-1.0,0,502.4,1,2,1,0,1,0.98,1
application,high,active,scale,dependency_circuit_breaker,6,3,9,0,4,0,0,-1.0,0,-1.0,0,1004.8,60,-1.0,0,502.4,1,3,0,0,0,0.4531,0
server,low,active,scale,direct_lift_shift,6,4,10,3,0,1,0,80.5,1,-1.0,0,115.66,78,-1.0,0,57.83,1,1,0,0,0,0.2911,0
server,low,active,scale,phased_blue_green,6,4,10,3,0,1,0,80.5,1,-1.0,0,115.66,78,-1.0,0,57.83,1,2,1,1,1,0.6241,0
server,low,active,scale,multi_az_modernize,6,4,10,3,0,1,0,80.5,1,-1.0,0,115.66,78,-1.0,0,57.83,1,3,1,0,1,0.98,1
server,low,active,scale,read_replica_offload,6,4,10,3,0,1,0,80.5,1,-1.0,0,115.66,78,-1.0,0,57.83,1,3,0,1,0,0.0796,0
server,low,active,scale,auto_scaling_group,6,4,10,3,0,1,0,80.5,1,-1.0,0,115.66,78,-1.0,0,57.83,1,2,1,0,1,0.9573,1
server,low,active,scale,dependency_circuit_breaker,6,4,10,3,0,1,0,80.5,1,-1.0,0,115.66,78,-1.0,0,57.83,1,3,0,0,0,0.9357,1
server,low,active,scale,direct_lift_shift,6,0,6,2,4,0,0,91.8,1,634.0,1,473.55,63,66.7,1,236.78,1,1,0,0,0,0.2009,0
server,low,active,scale,phased_blue_green,6,0,6,2,4,0,0,91.8,1,634.0,1,473.55,63,66.7,1,236.78,1,2,1,1,1,0.6228,0
server,low,active,scale,multi_az_modernize,6,0,6,2,4,0,0,91.8,1,634.0,1,473.55,63,66.7,1,236.78,1,3,1,0,1,0.7074,1
server,low,active,scale,read_replica_offload,6,0,6,2,4,0,0,91.8,1,634.0,1,473.55,63,66.7,1,236.78,1,3,0,1,0,0.1961,0
server,low,active,scale,auto_scaling_group,6,0,6,2,4,0,0,91.8,1,634.0,1,473.55,63,66.7,1,236.78,1,2,1,0,1,0.9155,1
server,low,active,scale,dependency_circuit_breaker,6,0,6,2,4,0,0,91.8,1,634.0,1,473.55,63,66.7,1,236.78,1,3,0,0,0,0.98,1
server,low,warning,fail,direct_lift_shift,4,4,8,2,3,1,0,74.1,1,-1.0,0,540.35,85,29.9,1,0.0,1,1,0,0,0,0.3302,0
server,low,warning,fail,phased_blue_green,4,4,8,2,3,1,0,74.1,1,-1.0,0,540.35,85,29.9,1,0.0,1,2,1,1,1,0.6461,0
server,low,warning,fail,multi_az_modernize,4,4,8,2,3,1,0,74.1,1,-1.0,0,540.35,85,29.9,1,0.0,1,3,1,0,1,0.98,1
server,low,warning,fail,read_replica_offload,4,4,8,2,3,1,0,74.1,1,-1.0,0,540.35,85,29.9,1,0.0,1,3,0,1,0,0.0723,0
server,low,warning,fail,auto_scaling_group,4,4,8,2,3,1,0,74.1,1,-1.0,0,540.35,85,29.9,1,0.0,1,2,1,0,1,0.4973,0
server,low,warning,fail,dependency_circuit_breaker,4,4,8,2,3,1,0,74.1,1,-1.0,0,540.35,85,29.9,1,0.0,1,3,0,0,0,0.8437,1
database,high,active,scale,direct_lift_shift,8,0,8,0,4,0,0,94.8,1,990.4,1,2148.0,80,99.5,1,1074.0,1,1,0,0,0,0.247,0
database,high,active,scale,phased_blue_green,8,0,8,0,4,0,0,94.8,1,990.4,1,2148.0,80,99.5,1,1074.0,1,2,1,1,1,0.7099,1
database,high,active,scale,multi_az_modernize,8,0,8,0,4,0,0,94.8,1,990.4,1,2148.0,80,99.5,1,1074.0,1,3,1,0,1,0.98,1
database,high,active,scale,read_replica_offload,8,0,8,0,4,0,0,94.8,1,990.4,1,2148.0,80,99.5,1,1074.0,1,3,0,1,0,0.9404,1
database,high,active,scale,auto_scaling_group,8,0,8,0,4,0,0,94.8,1,990.4,1,2148.0,80,99.5,1,1074.0,1,2,1,0,1,0.082,0
database,high,active,scale,dependency_circuit_breaker,8,0,8,0,4,0,0,94.8,1,990.4,1,2148.0,80,99.5,1,1074.0,1,3,0,0,0,0.515,0
container,high,warning,scale,direct_lift_shift,2,5,7,2,3,0,0,85.5,1,-1.0,0,2482.4,80,-1.0,0,1241.2,1,1,0,0,0,0.6106,0
container,high,warning,scale,phased_blue_green,2,5,7,2,3,0,0,85.5,1,-1.0,0,2482.4,80,-1.0,0,1241.2,1,2,1,1,1,0.6525,0
container,high,warning,scale,multi_az_modernize,2,5,7,2,3,0,0,85.5,1,-1.0,0,2482.4,80,-1.0,0,1241.2,1,3,1,0,1,0.8913,1
container,high,warning,scale,read_replica_offload,2,5,7,2,3,0,0,85.5,1,-1.0,0,2482.4,80,-1.0,0,1241.2,1,3,0,1,0,0.0883,0
container,high,warning,scale,auto_scaling_group,2,5,7,2,3,0,0,85.5,1,-1.0,0,2482.4,80,-1.0,0,1241.2,1,2,1,0,1,0.9701,1
container,high,warning,scale,dependency_circuit_breaker,2,5,7,2,3,0,0,85.5,1,-1.0,0,2482.4,80,-1.0,0,1241.2,1,3,0,0,0,0.4988,0
application,high,degraded,migrate,direct_lift_shift,6,1,7,3,1,0,0,33.1,1,-1.0,0,1715.51,87,19.9,1,343.1,1,1,0,0,0,0.2626,0
application,high,degraded,migrate,phased_blue_green,6,1,7,3,1,0,0,33.1,1,-1.0,0,1715.51,87,19.9,1,343.1,1,2,1,1,1,0.98,1
application,high,degraded,migrate,multi_az_modernize,6,1,7,3,1,0,0,33.1,1,-1.0,0,1715.51,87,19.9,1,343.1,1,3,1,0,1,0.9449,1
application,high,degraded,migrate,read_replica_offload,6,1,7,3,1,0,0,33.1,1,-1.0,0,1715.51,87,19.9,1,343.1,1,3,0,1,0,0.1271,0
application,high,degraded,migrate,auto_scaling_group,6,1,7,3,1,0,0,33.1,1,-1.0,0,1715.51,87,19.9,1,343.1,1,2,1,0,1,0.5077,0
application,high,degraded,migrate,dependency_circuit_breaker,6,1,7,3,1,0,0,33.1,1,-1.0,0,1715.51,87,19.9,1,343.1,1,3,0,0,0,0.9607,1
lambda,medium,active,scale,direct_lift_shift,0,3,3,0,0,0,0,57.5,1,-1.0,0,776.13,20,-1.0,0,388.06,1,1,0,0,0,0.8668,1
lambda,medium,active,scale,phased_blue_green,0,3,3,0,0,0,0,57.5,1,-1.0,0,776.13,20,-1.0,0,388.06,1,2,1,1,1,0.3522,0
lambda,medium,active,scale,multi_az_modernize,0,3,3,0,0,0,0,57.5,1,-1.0,0,776.13,20,-1.0,0,388.06,1,3,1,0,1,0.4243,0
lambda,medium,active,scale,read_replica_offload,0,3,3,0,0,0,0,57.5,1,-1.0,0,776.13,20,-1.0,0,388.06,1,3,0,1,0,0.05,0
lambda,medium,active,scale,auto_scaling_group,0,3,3,0,0,0,0,57.5,1,-1.0,0,776.13,20,-1.0,0,388.06,1,2,1,0,1,0.5522,0
lambda,medium,active,scale,dependency_circuit_breaker,0,3,3,0,0,0,0,57.5,1,-1.0,0,776.13,20,-1.0,0,388.06,1,3,0,0,0,0.1554,0
server,medium,active,migrate,direct_lift_shift,1,1,2,1,1,0,3,53.2,1,402.3,1,1435.86,60,40.1,1,287.17,1,1,0,0,0,0.5979,0
server,medium,active,migrate,phased_blue_green,1,1,2,1,1,0,3,53.2,1,402.3,1,1435.86,60,40.1,1,287.17,1,2,1,1,1,0.8613,1
server,medium,active,migrate,multi_az_modernize,1,1,2,1,1,0,3,53.2,1,402.3,1,1435.86,60,40.1,1,287.17,1,3,1,0,1,0.6862,0
server,medium,active,migrate,read_replica_offload,1,1,2,1,1,0,3,53.2,1,402.3,1,1435.86,60,40.1,1,287.17,1,3,0,1,0,0.1091,0
server,medium,active,migrate,auto_scaling_group,1,1,2,1,1,0,3,53.2,1,402.3,1,1435.86,60,40.1,1,287.17,1,2,1,0,1,0.4763,0
server,medium,active,migrate,dependency_circuit_breaker,1,1,2,1,1,0,3,53.2,1,402.3,1,1435.86,60,40.1,1,287.17,1,3,0,0,0,0.551,0
storage,low,warning,restart,direct_lift_shift,6,0,6,2,2,0,0,13.8,1,570.8,1,2002.22,40,53.5,1,0.0,1,1,0,0,0,0.2455,0
storage,low,warning,restart,phased_blue_green,6,0,6,2,2,0,0,13.8,1,570.8,1,2002.22,40,53.5,1,0.0,1,2,1,1,1,0.6347,0
storage,low,warning,restart,multi_az_modernize,6,0,6,2,2,0,0,13.8,1,570.8,1,2002.22,40,53.5,1,0.0,1,3,1,0,1,0.463,0
storage,low,warning,restart,read_replica_offload,6,0,6,2,2,0,0,13.8,1,570.8,1,2002.22,40,53.5,1,0.0,1,3,0,1,0,0.1108,0
storage,low,warning,restart,auto_scaling_group,6,0,6,2,2,0,0,13.8,1,570.8,1,2002.22,40,53.5,1,0.0,1,2,1,0,1,0.1575,0
storage,low,warning,restart,dependency_circuit_breaker,6,0,6,2,2,0,0,13.8,1,570.8,1,2002.22,40,53.5,1,0.0,1,3,0,0,0,0.9155,1
storage,critical,degraded,migrate,direct_lift_shift,6,5,11,2,0,0,2,33.1,1,672.2,1,1449.06,100,48.6,1,289.81,1,1,0,0,0,0.1089,0
storage,critical,degraded,migrate,phased_blue_green,6,5,11,2,0,0,2,33.1,1,672.2,1,1449.06,100,48.6,1,289.81,1,2,1,1,1,0.586,0
storage,critical,degraded,migrate,multi_az_modernize,6,5,11,2,0,0,2,33.1,1,672.2,1,1449.06,100,48.6,1,289.81,1,3,1,0,1,0.925,1
storage,critical,degraded,migrate,read_replica_offload,6,5,11,2,0,0,2,33.1,1,672.2,1,1449.06,100,48.6,1,289.81,1,3,0,1,0,0.1594,0
storage,critical,degraded,migrate,auto_scaling_group,6,5,11,2,0,0,2,33.1,1,672.2,1,1449.06,100,48.6,1,289.81,1,2,1,0,1,0.1089,0
storage,critical,degraded,migrate,dependency_circuit_breaker,6,5,11,2,0,0,2,33.1,1,672.2,1,1449.06,100,48.6,1,289.81,1,3,0,0,0,0.9636,1
lambda,high,warning,restart,direct_lift_shift,7,4,11,3,2,1,0,-1.0,0,-1.0,0,2012.5,72,-1.0,0,0.0,1,1,0,0,0,0.2614,0
lambda,high,warning,restart,phased_blue_green,7,4,11,3,2,1,0,-1.0,0,-1.0,0,2012.5,72,-1.0,0,0.0,1,2,1,1,1,0.4497,0
